state,district,year,quarter,registered_users
Rajasthan,ajmer,2020,2,543273
Rajasthan,kota,2020,2,529843
Rajasthan,nagaur,2020,2,507139
Rajasthan,bhilwara,2020,2,494563
Rajasthan,udaipur,2020,2,470976
Rajasthan,jhunjhunu,2020,2,438673
Rajasthan,jaipur,2020,3,3433167
Rajasthan,alwar,2020,3,1008033
Rajasthan,jodhpur,2020,3,870849
Rajasthan,sikar,2020,3,652190
Rajasthan,ajmer,2020,3,605298
Rajasthan,kota,2020,3,577117
Rajasthan,nagaur,2020,3,564788
Rajasthan,bhilwara,2020,3,548564
Rajasthan,udaipur,2020,3,522695
Rajasthan,jhunjhunu,2020,3,484411
Rajasthan,jaipur,2020,4,3679874
Rajasthan,alwar,2020,4,1096436
Rajasthan,jodhpur,2020,4,956422
Rajasthan,sikar,2020,4,712668
Rajasthan,ajmer,2020,4,667786
Rajasthan,kota,2020,4,625674
Rajasthan,nagaur,2020,4,621602
Rajasthan,bhilwara,2020,4,600492
Rajasthan,udaipur,2020,4,572833
Rajasthan,jhunjhunu,2020,4,527749
Rajasthan,jaipur,2021,1,3951866
Rajasthan,alwar,2021,1,1185599
Rajasthan,jodhpur,2021,1,1036855
Rajasthan,sikar,2021,1,770103
Rajasthan,ajmer,2021,1,723852
Rajasthan,kota,2021,1,674683
Rajasthan,nagaur,2021,1,674465
Rajasthan,bhilwara,2021,1,651400
Rajasthan,udaipur,2021,1,619264
Rajasthan,jhunjhunu,2021,1,569602
Rajasthan,jaipur,2021,2,4226231
Rajasthan,alwar,2021,2,1273307
Rajasthan,jodhpur,2021,2,1114131
Rajasthan,sikar,2021,2,826855
Rajasthan,ajmer,2021,2,776294
Rajasthan,nagaur,2021,2,726871
Rajasthan,kota,2021,2,722793
Rajasthan,bhilwara,2021,2,701929
Rajasthan,udaipur,2021,2,664816
Rajasthan,jhunjhunu,2021,2,611825
Rajasthan,jaipur,2021,3,4534297
Rajasthan,alwar,2021,3,1374586
Rajasthan,jodhpur,2021,3,1202937
Rajasthan,sikar,2021,3,892015
Rajasthan,ajmer,2021,3,835375
Rajasthan,nagaur,2021,3,787565
Rajasthan,kota,2021,3,777099
Rajasthan,bhilwara,2021,3,760232
Rajasthan,udaipur,2021,3,716657
Rajasthan,jhunjhunu,2021,3,660246
Rajasthan,jaipur,2021,4,4841883
Rajasthan,alwar,2021,4,1474129
Rajasthan,jodhpur,2021,4,1288773
Rajasthan,sikar,2021,4,955025
Rajasthan,ajmer,2021,4,892912
Rajasthan,nagaur,2021,4,845508
Rajasthan,kota,2021,4,831250
Rajasthan,bhilwara,2021,4,816969
Rajasthan,udaipur,2021,4,767224
Rajasthan,jhunjhunu,2021,4,706897
Rajasthan,jaipur,2022,1,5133527
Rajasthan,alwar,2022,1,1570711
Rajasthan,jodhpur,2022,1,1370206
Rajasthan,sikar,2022,1,1017503
Rajasthan,ajmer,2022,1,947827
Rajasthan,nagaur,2022,1,901819
Rajasthan,kota,2022,1,882916
Rajasthan,bhilwara,2022,1,871188
Rajasthan,udaipur,2022,1,816476
Rajasthan,jhunjhunu,2022,1,752608
Rajasthan,jaipur,2022,2,5409763
Rajasthan,alwar,2022,2,1661785
Rajasthan,jodhpur,2022,2,1444490
Rajasthan,sikar,2022,2,1074986
Rajasthan,ajmer,2022,2,998746
Rajasthan,nagaur,2022,2,952752
Rajasthan,kota,2022,2,931689
Rajasthan,bhilwara,2022,2,921021
Rajasthan,udaipur,2022,2,862053
Rajasthan,jhunjhunu,2022,2,795815
Rajasthan,jaipur,2022,3,5696726
Rajasthan,alwar,2022,3,1755844
Rajasthan,jodhpur,2022,3,1517702
Rajasthan,sikar,2022,3,1133443
Rajasthan,ajmer,2022,3,1050146
Rajasthan,nagaur,2022,3,1001401
Rajasthan,kota,2022,3,982248
Rajasthan,bhilwara,2022,3,971352
Rajasthan,udaipur,2022,3,908034
Rajasthan,jhunjhunu,2022,3,839052
Rajasthan,jaipur,2022,4,5975863
Rajasthan,alwar,2022,4,1843138
Rajasthan,jodhpur,2022,4,1583620
Rajasthan,sikar,2022,4,1185927
Rajasthan,ajmer,2022,4,1097266
Rajasthan,nagaur,2022,4,1043562
Rajasthan,kota,2022,4,1031196
Rajasthan,bhilwara,2022,4,1017032
Rajasthan,udaipur,2022,4,949767
Rajasthan,jhunjhunu,2022,4,876787
Rajasthan,jaipur,2023,1,6247095
Rajasthan,alwar,2023,1,1931404
Rajasthan,jodhpur,2023,1,1654436
Rajasthan,sikar,2023,1,1241633
Rajasthan,ajmer,2023,1,1146113
Rajasthan,nagaur,2023,1,1091225
Rajasthan,kota,2023,1,1079455
Rajasthan,bhilwara,2023,1,1065499
Rajasthan,udaipur,2023,1,992940
Rajasthan,jhunjhunu,2023,1,917983
Rajasthan,jaipur,2023,2,6490210
Rajasthan,alwar,2023,2,2015122
Rajasthan,jodhpur,2023,2,1723274
Rajasthan,sikar,2023,2,1295705
Rajasthan,ajmer,2023,2,1191890
Rajasthan,nagaur,2023,2,1140617
Rajasthan,kota,2023,2,1123468
Rajasthan,bhilwara,2023,2,1112475
Rajasthan,udaipur,2023,2,1034200
Rajasthan,jhunjhunu,2023,2,957879
Rajasthan,jaipur,2023,3,6745507
Rajasthan,alwar,2023,3,2100632
Rajasthan,jodhpur,2023,3,1793526
Rajasthan,sikar,2023,3,1350861
Rajasthan,ajmer,2023,3,1240780
Rajasthan,nagaur,2023,3,1190241
Rajasthan,kota,2023,3,1170118
Rajasthan,bhilwara,2023,3,1161222
Rajasthan,udaipur,2023,3,1075658
Rajasthan,jhunjhunu,2023,3,998478
Rajasthan,jaipur,2023,4,6983265
Rajasthan,alwar,2023,4,2179932
Rajasthan,jodhpur,2023,4,1857340
Rajasthan,sikar,2023,4,1402231
Rajasthan,ajmer,2023,4,1284233
Rajasthan,nagaur,2023,4,1236331
Rajasthan,kota,2023,4,1214016
Rajasthan,bhilwara,2023,4,1205003
Rajasthan,udaipur,2023,4,1115611
Rajasthan,jhunjhunu,2023,4,1036803
Rajasthan,jaipur,2024,1,7253881
Rajasthan,alwar,2024,1,2270393
Rajasthan,jodhpur,2024,1,1933181
Rajasthan,sikar,2024,1,1461236
Rajasthan,ajmer,2024,1,1334929
Rajasthan,nagaur,2024,1,1290786
Rajasthan,kota,2024,1,1264105
Rajasthan,bhilwara,2024,1,1256777
Rajasthan,udaipur,2024,1,1161696
Rajasthan,jhunjhunu,2024,1,1080420
Rajasthan,jaipur,2024,2,7522194
Rajasthan,alwar,2024,2,2357624
Rajasthan,jodhpur,2024,2,2004056
Rajasthan,sikar,2024,2,1517703
Rajasthan,ajmer,2024,2,1384040
Rajasthan,nagaur,2024,2,1340651
Rajasthan,kota,2024,2,1312699
Rajasthan,bhilwara,2024,2,1304282
Rajasthan,udaipur,2024,2,1205522
Rajasthan,jhunjhunu,2024,2,1122057
Rajasthan,jaipur,2024,3,5219354
Rajasthan,jaipur rural,2024,3,1430124
Rajasthan,kota,2024,3,1348463
Rajasthan,sikar,2024,3,1185364
Rajasthan,jodhpur,2024,3,1154160
Rajasthan,udaipur,2024,3,1145180
Rajasthan,bikaner,2024,3,1138132
Rajasthan,alwar,2024,3,1057687
Rajasthan,ajmer,2024,3,1011766
Rajasthan,bhilwara,2024,3,934621
Rajasthan,jaipur,2024,4,5371681
Rajasthan,jaipur rural,2024,4,1471885
Rajasthan,kota,2024,4,1393621
Rajasthan,sikar,2024,4,1233678
Rajasthan,jodhpur,2024,4,1196146
Rajasthan,udaipur,2024,4,1185490
Rajasthan,bikaner,2024,4,1180630
Rajasthan,alwar,2024,4,1093734
Rajasthan,ajmer,2024,4,1046582
Rajasthan,bhilwara,2024,4,972156
Sikkim,east,2018,1,12749
Sikkim,south,2018,1,3679
Sikkim,west,2018,1,2048
Sikkim,north,2018,1,1575
Sikkim,east,2018,2,17767
Sikkim,south,2018,2,5147
Sikkim,west,2018,2,2868
Sikkim,north,2018,2,2315
Sikkim,east,2018,3,23460
Sikkim,south,2018,3,6943
Sikkim,west,2018,3,4042
Sikkim,north,2018,3,3192
Sikkim,east,2018,4,29948
Sikkim,south,2018,4,8992
Sikkim,west,2018,4,5328
Sikkim,north,2018,4,4270
Sikkim,east,2019,1,36124
Sikkim,south,2019,1,11031
Sikkim,west,2019,1,6479
Sikkim,north,2019,1,5322
Sikkim,east,2019,2,43048
Sikkim,south,2019,2,13547
Sikkim,west,2019,2,8064
Sikkim,north,2019,2,6340
Sikkim,east,2019,3,49404
Sikkim,south,2019,3,16016
Sikkim,west,2019,3,9481
Sikkim,north,2019,3,7227
Sikkim,east,2019,4,55340
Sikkim,south,2019,4,18461
Sikkim,west,2019,4,11078
Sikkim,north,2019,4,8093
Sikkim,east,2020,1,61820
Sikkim,south,2020,1,21043
Sikkim,west,2020,1,12746
Sikkim,north,2020,1,9022
Sikkim,east,2020,2,69829
Sikkim,south,2020,2,24768
Sikkim,west,2020,2,15082
Sikkim,north,2020,2,10242
Sikkim,east,2020,3,78018
Sikkim,south,2020,3,28038
Sikkim,west,2020,3,17400
Sikkim,north,2020,3,11317
Sikkim,east,2020,4,85770
Sikkim,south,2020,4,31055
Sikkim,west,2020,4,19217
Sikkim,north,2020,4,12501
Sikkim,east,2021,1,92502
Sikkim,south,2021,1,33490
Sikkim,west,2021,1,20769
Sikkim,north,2021,1,13452
Sikkim,east,2021,2,99077
Sikkim,south,2021,2,35900
Sikkim,west,2021,2,22352
Sikkim,north,2021,2,14411
Sikkim,east,2021,3,106352
Sikkim,south,2021,3,38616
Sikkim,west,2021,3,24132
Sikkim,north,2021,3,15593
Sikkim,east,2021,4,113537
Sikkim,south,2021,4,41311
Sikkim,west,2021,4,25834
Sikkim,north,2021,4,16725
Sikkim,east,2022,1,120360
Sikkim,south,2022,1,43881
Sikkim,west,2022,1,27594
Sikkim,north,2022,1,17781
Sikkim,east,2022,2,126666
Sikkim,south,2022,2,46351
Sikkim,west,2022,2,29184
Sikkim,north,2022,2,18793
Sikkim,east,2022,3,133152
Sikkim,south,2022,3,48673
Sikkim,west,2022,3,30513
Sikkim,north,2022,3,19687
Sikkim,east,2022,4,139175
Sikkim,south,2022,4,50716
Sikkim,west,2022,4,31605
Sikkim,north,2022,4,20472
Sikkim,east,2023,1,145199
Sikkim,south,2023,1,52942
Sikkim,west,2023,1,32945
Sikkim,north,2023,1,21354
Sikkim,east,2023,2,150852
Sikkim,south,2023,2,55158
Sikkim,west,2023,2,34427
Sikkim,north,2023,2,22291
Sikkim,east,2023,3,156600
Sikkim,south,2023,3,57259
Sikkim,west,2023,3,35808
Sikkim,north,2023,3,23162
Sikkim,east,2023,4,162011
Sikkim,south,2023,4,59357
Sikkim,west,2023,4,37183
Sikkim,north,2023,4,24024
Sikkim,east,2024,1,168229
Sikkim,south,2024,1,61782
Sikkim,west,2024,1,38748
Sikkim,north,2024,1,25062
Sikkim,east,2024,2,174348
Sikkim,south,2024,2,64133
Sikkim,west,2024,2,40197
Sikkim,north,2024,2,25972
Sikkim,gangtok,2024,3,140362
Sikkim,namchi,2024,3,56951
Sikkim,pakyong,2024,3,50399
Sikkim,mangan,2024,3,24207
Sikkim,gyalshing,2024,3,23625
Sikkim,soreng,2024,3,16767
Sikkim,gangtok,2024,4,143928
Sikkim,namchi,2024,4,58886
Sikkim,pakyong,2024,4,51773
Sikkim,gyalshing,2024,4,24563
Sikkim,mangan,2024,4,24321
Sikkim,soreng,2024,4,17277
Tamil Nadu,chennai,2018,1,292004
Tamil Nadu,thiruvallur,2018,1,215622
Tamil Nadu,chengalpattu,2018,1,215210
Tamil Nadu,coimbatore,2018,1,170306
Tamil Nadu,kancheepuram,2018,1,136352
Tamil Nadu,salem,2018,1,88288
Tamil Nadu,tiruppur,2018,1,87652
Tamil Nadu,madurai,2018,1,72582
Tamil Nadu,krishnagiri,2018,1,66958
Tamil Nadu,tiruchirappalli,2018,1,62230
Tamil Nadu,chennai,2018,2,401349
Tamil Nadu,thiruvallur,2018,2,300210
Tamil Nadu,chengalpattu,2018,2,292432
Tamil Nadu,coimbatore,2018,2,244374
Tamil Nadu,kancheepuram,2018,2,188583
Tamil Nadu,tiruppur,2018,2,128535
Tamil Nadu,salem,2018,2,126830
Tamil Nadu,madurai,2018,2,105957
Tamil Nadu,krishnagiri,2018,2,96842
Tamil Nadu,tiruchirappalli,2018,2,91156
Tamil Nadu,chennai,2018,3,511138
Tamil Nadu,thiruvallur,2018,3,381620
Tamil Nadu,chengalpattu,2018,3,368413
Tamil Nadu,coimbatore,2018,3,318461
Tamil Nadu,kancheepuram,2018,3,239985
Tamil Nadu,tiruppur,2018,3,172195
Tamil Nadu,salem,2018,3,164489
Tamil Nadu,madurai,2018,3,138064
Tamil Nadu,krishnagiri,2018,3,128769
Tamil Nadu,tiruchirappalli,2018,3,119661
Tamil Nadu,chennai,2018,4,689276
Tamil Nadu,thiruvallur,2018,4,514830
Tamil Nadu,chengalpattu,2018,4,483785
Tamil Nadu,coimbatore,2018,4,415090
Tamil Nadu,kancheepuram,2018,4,318007
Tamil Nadu,tiruppur,2018,4,227253
Tamil Nadu,salem,2018,4,215365
Tamil Nadu,madurai,2018,4,183206
Tamil Nadu,krishnagiri,2018,4,172743
Tamil Nadu,tiruchirappalli,2018,4,160006
Tamil Nadu,chennai,2019,1,830586
Tamil Nadu,thiruvallur,2019,1,625908
Tamil Nadu,chengalpattu,2019,1,578045
Tamil Nadu,coimbatore,2019,1,495350
Tamil Nadu,kancheepuram,2019,1,385091
Tamil Nadu,tiruppur,2019,1,273869
Tamil Nadu,salem,2019,1,257624
Tamil Nadu,madurai,2019,1,224783
Tamil Nadu,krishnagiri,2019,1,212859
Tamil Nadu,tiruchirappalli,2019,1,193798
Tamil Nadu,chennai,2019,2,969955
Tamil Nadu,thiruvallur,2019,2,733978
Tamil Nadu,chengalpattu,2019,2,667137
Tamil Nadu,coimbatore,2019,2,584160
Tamil Nadu,kancheepuram,2019,2,447527
Tamil Nadu,tiruppur,2019,2,324350
Tamil Nadu,salem,2019,2,302033
Tamil Nadu,madurai,2019,2,268420
Tamil Nadu,krishnagiri,2019,2,252986
Tamil Nadu,tiruchirappalli,2019,2,229886
Tamil Nadu,chennai,2019,3,1090190
Tamil Nadu,thiruvallur,2019,3,828137
Tamil Nadu,chengalpattu,2019,3,744424
Tamil Nadu,coimbatore,2019,3,669547
Tamil Nadu,kancheepuram,2019,3,503192
Tamil Nadu,tiruppur,2019,3,371296
Tamil Nadu,salem,2019,3,342259
Tamil Nadu,madurai,2019,3,305793
Tamil Nadu,krishnagiri,2019,3,290478
Tamil Nadu,tiruchirappalli,2019,3,261919
Tamil Nadu,chennai,2019,4,1216610
Tamil Nadu,thiruvallur,2019,4,934744
Tamil Nadu,chengalpattu,2019,4,829575
Tamil Nadu,coimbatore,2019,4,767480
Tamil Nadu,kancheepuram,2019,4,564806
Tamil Nadu,tiruppur,2019,4,427694
Tamil Nadu,salem,2019,4,390301
Tamil Nadu,madurai,2019,4,351234
Tamil Nadu,krishnagiri,2019,4,335178
Tamil Nadu,tiruchirappalli,2019,4,299366
Tamil Nadu,chennai,2020,1,1340762
Tamil Nadu,thiruvallur,2020,1,1041642
Tamil Nadu,chengalpattu,2020,1,912587
Tamil Nadu,coimbatore,2020,1,868832
Tamil Nadu,kancheepuram,2020,1,626872
Tamil Nadu,tiruppur,2020,1,488697
Tamil Nadu,salem,2020,1,442045
Tamil Nadu,madurai,2020,1,402474
Tamil Nadu,krishnagiri,2020,1,379857
Tamil Nadu,tiruchirappalli,2020,1,339829
Tamil Nadu,chennai,2020,2,1436722
Tamil Nadu,thiruvallur,2020,2,1140330
Tamil Nadu,chengalpattu,2020,2,979769
Tamil Nadu,coimbatore,2020,2,958191
Tamil Nadu,kancheepuram,2020,2,678899
Tamil Nadu,tiruppur,2020,2,550609
Tamil Nadu,salem,2020,2,499360
Tamil Nadu,madurai,2020,2,456527
Tamil Nadu,krishnagiri,2020,2,424184
Tamil Nadu,tiruchirappalli,2020,2,383178
Tamil Nadu,chennai,2020,3,1566152
Tamil Nadu,thiruvallur,2020,3,1260923
Tamil Nadu,coimbatore,2020,3,1073680
Tamil Nadu,chengalpattu,2020,3,1064263
Tamil Nadu,kancheepuram,2020,3,744437
Tamil Nadu,tiruppur,2020,3,625391
Tamil Nadu,salem,2020,3,564858
Tamil Nadu,madurai,2020,3,516447
Tamil Nadu,krishnagiri,2020,3,480568
Tamil Nadu,tiruchirappalli,2020,3,433221
Tamil Nadu,chennai,2020,4,1731527
Tamil Nadu,thiruvallur,2020,4,1408348
Tamil Nadu,coimbatore,2020,4,1205249
Tamil Nadu,chengalpattu,2020,4,1170720
Tamil Nadu,kancheepuram,2020,4,829207
Tamil Nadu,tiruppur,2020,4,710489
Tamil Nadu,salem,2020,4,638883
Tamil Nadu,madurai,2020,4,582252
Tamil Nadu,krishnagiri,2020,4,545815
Tamil Nadu,tiruchirappalli,2020,4,487716
Tamil Nadu,chennai,2021,1,1865001
Tamil Nadu,thiruvallur,2021,1,1522407
Tamil Nadu,coimbatore,2021,1,1304141
Tamil Nadu,chengalpattu,2021,1,1259678
Tamil Nadu,kancheepuram,2021,1,895950
Tamil Nadu,tiruppur,2021,1,772074
Tamil Nadu,salem,2021,1,693137
Tamil Nadu,madurai,2021,1,630685
Tamil Nadu,krishnagiri,2021,1,592655
Tamil Nadu,tiruchirappalli,2021,1,527667
Tamil Nadu,chennai,2021,2,1988355
Tamil Nadu,thiruvallur,2021,2,1626966
Tamil Nadu,coimbatore,2021,2,1393621
Tamil Nadu,chengalpattu,2021,2,1344163
Tamil Nadu,kancheepuram,2021,2,957182
Tamil Nadu,tiruppur,2021,2,828168
Tamil Nadu,salem,2021,2,742566
Tamil Nadu,madurai,2021,2,675035
Tamil Nadu,krishnagiri,2021,2,635191
Tamil Nadu,tiruchirappalli,2021,2,565156
Tamil Nadu,chennai,2021,3,2124347
Tamil Nadu,thiruvallur,2021,3,1744228
Tamil Nadu,coimbatore,2021,3,1494350
Tamil Nadu,chengalpattu,2021,3,1438295
Tamil Nadu,kancheepuram,2021,3,1025651
Tamil Nadu,tiruppur,2021,3,891753
Tamil Nadu,salem,2021,3,798213
Tamil Nadu,madurai,2021,3,725021
Tamil Nadu,krishnagiri,2021,3,683549
Tamil Nadu,tiruchirappalli,2021,3,607438
Tamil Nadu,chennai,2021,4,2261346
Tamil Nadu,thiruvallur,2021,4,1860992
Tamil Nadu,coimbatore,2021,4,1594082
Tamil Nadu,chengalpattu,2021,4,1532535
Tamil Nadu,kancheepuram,2021,4,1094222
Tamil Nadu,tiruppur,2021,4,954674
Tamil Nadu,salem,2021,4,853064
Tamil Nadu,madurai,2021,4,774490
Tamil Nadu,krishnagiri,2021,4,731018
Tamil Nadu,tiruchirappalli,2021,4,649095
Tamil Nadu,chennai,2022,1,2388315
Tamil Nadu,thiruvallur,2022,1,1970646
Tamil Nadu,coimbatore,2022,1,1687096
Tamil Nadu,chengalpattu,2022,1,1621177
Tamil Nadu,kancheepuram,2022,1,1158719
Tamil Nadu,tiruppur,2022,1,1014036
Tamil Nadu,salem,2022,1,905104
Tamil Nadu,madurai,2022,1,820952
Tamil Nadu,krishnagiri,2022,1,776101
Tamil Nadu,tiruchirappalli,2022,1,688562
Tamil Nadu,chennai,2022,2,2509588
Tamil Nadu,thiruvallur,2022,2,2075274
Tamil Nadu,coimbatore,2022,2,1775760
Tamil Nadu,chengalpattu,2022,2,1704864
Tamil Nadu,kancheepuram,2022,2,1220237
Tamil Nadu,tiruppur,2022,2,1070480
Tamil Nadu,salem,2022,2,954155
Tamil Nadu,madurai,2022,2,864806
Tamil Nadu,krishnagiri,2022,2,818552
Tamil Nadu,tiruchirappalli,2022,2,725751
Tamil Nadu,chennai,2022,3,2635738
Tamil Nadu,thiruvallur,2022,3,2183990
Tamil Nadu,coimbatore,2022,3,1867655
Tamil Nadu,chengalpattu,2022,3,1791530
Tamil Nadu,kancheepuram,2022,3,1284243
Tamil Nadu,tiruppur,2022,3,1128474
Tamil Nadu,salem,2022,3,1005031
Tamil Nadu,madurai,2022,3,910111
Tamil Nadu,krishnagiri,2022,3,862231
Tamil Nadu,tiruchirappalli,2022,3,763327
Tamil Nadu,chennai,2022,4,2763151
Tamil Nadu,thiruvallur,2022,4,2290089
Tamil Nadu,coimbatore,2022,4,1955681
Tamil Nadu,chengalpattu,2022,4,1876163
Tamil Nadu,kancheepuram,2022,4,1346845
Tamil Nadu,tiruppur,2022,4,1183174
Tamil Nadu,salem,2022,4,1052099
Tamil Nadu,madurai,2022,4,953739
Tamil Nadu,krishnagiri,2022,4,902906
Tamil Nadu,tiruchirappalli,2022,4,798742
Tamil Nadu,chennai,2023,1,2885933
Tamil Nadu,thiruvallur,2023,1,2393917
Tamil Nadu,coimbatore,2023,1,2042019
Tamil Nadu,chengalpattu,2023,1,1959401
Tamil Nadu,kancheepuram,2023,1,1408216
Tamil Nadu,tiruppur,2023,1,1237941
Tamil Nadu,salem,2023,1,1100202
Tamil Nadu,madurai,2023,1,996514
Tamil Nadu,krishnagiri,2023,1,944553
Tamil Nadu,tiruchirappalli,2023,1,834366
Tamil Nadu,chennai,2023,2,2987502
Tamil Nadu,thiruvallur,2023,2,2484893
Tamil Nadu,coimbatore,2023,2,2118883
Tamil Nadu,chengalpattu,2023,2,2031529
Tamil Nadu,kancheepuram,2023,2,1461910
Tamil Nadu,tiruppur,2023,2,1289806
Tamil Nadu,salem,2023,2,1144842
Tamil Nadu,madurai,2023,2,1035842
Tamil Nadu,krishnagiri,2023,2,983032
Tamil Nadu,tiruchirappalli,2023,2,868289
Tamil Nadu,chennai,2023,3,3098864
Tamil Nadu,thiruvallur,2023,3,2582607
Tamil Nadu,coimbatore,2023,3,2200165
Tamil Nadu,chengalpattu,2023,3,2109212
Tamil Nadu,kancheepuram,2023,3,1519225
Tamil Nadu,tiruppur,2023,3,1341973
Tamil Nadu,salem,2023,3,1191010
Tamil Nadu,madurai,2023,3,1076620
Tamil Nadu,krishnagiri,2023,3,1023066
Tamil Nadu,tiruchirappalli,2023,3,903048
Tamil Nadu,chennai,2023,4,3205005
Tamil Nadu,thiruvallur,2023,4,2676065
Tamil Nadu,coimbatore,2023,4,2277873
Tamil Nadu,chengalpattu,2023,4,2183205
Tamil Nadu,kancheepuram,2023,4,1574315
Tamil Nadu,tiruppur,2023,4,1392956
Tamil Nadu,salem,2023,4,1236133
Tamil Nadu,madurai,2023,4,1115928
Tamil Nadu,krishnagiri,2023,4,1060928
Tamil Nadu,tiruchirappalli,2023,4,936873
Tamil Nadu,chennai,2024,1,3324538
Tamil Nadu,thiruvallur,2024,1,2781638
Tamil Nadu,coimbatore,2024,1,2365485
Tamil Nadu,chengalpattu,2024,1,2267245
Tamil Nadu,kancheepuram,2024,1,1636613
Tamil Nadu,tiruppur,2024,1,1450347
Tamil Nadu,salem,2024,1,1286923
Tamil Nadu,madurai,2024,1,1160424
Tamil Nadu,krishnagiri,2024,1,1103984
Tamil Nadu,tiruchirappalli,2024,1,974721
Tamil Nadu,chennai,2024,2,3447286
Tamil Nadu,thiruvallur,2024,2,2888323
Tamil Nadu,coimbatore,2024,2,2453619
Tamil Nadu,chengalpattu,2024,2,2351888
Tamil Nadu,kancheepuram,2024,2,1698969
Tamil Nadu,tiruppur,2024,2,1506694
Tamil Nadu,salem,2024,2,1337032
Tamil Nadu,madurai,2024,2,1205081
Tamil Nadu,krishnagiri,2024,2,1146774
Tamil Nadu,tiruchirappalli,2024,2,1012247
Tamil Nadu,chennai,2024,3,5387490
Tamil Nadu,coimbatore,2024,3,2624716
Tamil Nadu,chengalpattu,2024,3,2254071
Tamil Nadu,tiruppur,2024,3,1682241
Tamil Nadu,tiruvallur,2024,3,1651599
Tamil Nadu,salem,2024,3,1448401
Tamil Nadu,krishnagiri,2024,3,1243966
Tamil Nadu,madurai,2024,3,1229378
Tamil Nadu,tiruchirappalli,2024,3,1021499
Tamil Nadu,erode,2024,3,930653
Tamil Nadu,chennai,2024,4,5541760
Tamil Nadu,coimbatore,2024,4,2702014
Tamil Nadu,chengalpattu,2024,4,2319818
Tamil Nadu,tiruppur,2024,4,1731021
Tamil Nadu,tiruvallur,2024,4,1698495
Tamil Nadu,salem,2024,4,1492614
Tamil Nadu,krishnagiri,2024,4,1282448
Tamil Nadu,madurai,2024,4,1266349
Tamil Nadu,tiruchirappalli,2024,4,1053136
Tamil Nadu,erode,2024,4,958405
Telangana,hyderabad,2018,1,655175
Telangana,rangareddy,2018,1,635175
Telangana,medchal malkajgiri,2018,1,549429
Telangana,sangareddy,2018,1,142807
Telangana,warangal urban,2018,1,133840
Telangana,karimnagar,2018,1,100028
Telangana,khammam,2018,1,84941
Telangana,nalgonda,2018,1,84459
Telangana,nizamabad,2018,1,77516
Telangana,peddapalle,2018,1,67418
Telangana,hyderabad,2018,2,842483
Telangana,rangareddy,2018,2,804959
Telangana,medchal malkajgiri,2018,2,696211
Telangana,sangareddy,2018,2,182673
Telangana,warangal urban,2018,2,171260
Telangana,karimnagar,2018,2,126122
Telangana,khammam,2018,2,111361
Telangana,nalgonda,2018,2,110668
Telangana,nizamabad,2018,2,100652
Telangana,peddapalle,2018,2,86033
Telangana,hyderabad,2018,3,1024241
Telangana,rangareddy,2018,3,963186
Telangana,medchal malkajgiri,2018,3,828425
Telangana,sangareddy,2018,3,220802
Telangana,warangal urban,2018,3,199919
Telangana,karimnagar,2018,3,148562
Telangana,khammam,2018,3,135353
Telangana,nalgonda,2018,3,134723
Telangana,nizamabad,2018,3,120650
Telangana,peddapalle,2018,3,102365
Telangana,hyderabad,2018,4,1336872
Telangana,rangareddy,2018,4,1217664
Telangana,medchal malkajgiri,2018,4,1056739
Telangana,sangareddy,2018,4,281038
Telangana,warangal urban,2018,4,249500
Telangana,karimnagar,2018,4,182600
Telangana,nalgonda,2018,4,171002
Telangana,khammam,2018,4,168485
Telangana,nizamabad,2018,4,150190
Telangana,peddapalle,2018,4,124191
Telangana,hyderabad,2019,1,1638436
Telangana,rangareddy,2019,1,1470874
Telangana,medchal malkajgiri,2019,1,1279531
Telangana,sangareddy,2019,1,346529
Telangana,warangal urban,2019,1,301881
Telangana,karimnagar,2019,1,218609
Telangana,nalgonda,2019,1,211184
Telangana,khammam,2019,1,206049
Telangana,nizamabad,2019,1,186351
Telangana,siddipet,2019,1,152281
Telangana,hyderabad,2019,2,1856926
Telangana,rangareddy,2019,2,1651300
Telangana,medchal malkajgiri,2019,2,1428880
Telangana,sangareddy,2019,2,395371
Telangana,warangal urban,2019,2,342602
Telangana,karimnagar,2019,2,246886
Telangana,nalgonda,2019,2,243227
Telangana,khammam,2019,2,239435
Telangana,nizamabad,2019,2,217841
Telangana,siddipet,2019,2,175413
Telangana,hyderabad,2019,3,2071673
Telangana,rangareddy,2019,3,1826019
Telangana,medchal malkajgiri,2019,3,1572320
Telangana,sangareddy,2019,3,441944
Telangana,warangal urban,2019,3,381730
Telangana,karimnagar,2019,3,274735
Telangana,nalgonda,2019,3,274568
Telangana,khammam,2019,3,270101
Telangana,nizamabad,2019,3,248977
Telangana,siddipet,2019,3,196397
Telangana,hyderabad,2019,4,2283903
Telangana,rangareddy,2019,4,2001437
Telangana,medchal malkajgiri,2019,4,1714832
Telangana,sangareddy,2019,4,493353
Telangana,warangal urban,2019,4,421970
Telangana,nalgonda,2019,4,312849
Telangana,karimnagar,2019,4,305507
Telangana,khammam,2019,4,304804
Telangana,nizamabad,2019,4,284623
Telangana,siddipet,2019,4,221164
Telangana,hyderabad,2020,1,2483843
Telangana,rangareddy,2020,1,2166829
Telangana,medchal malkajgiri,2020,1,1845599
Telangana,sangareddy,2020,1,542540
Telangana,warangal urban,2020,1,457591
Telangana,nalgonda,2020,1,351793
Telangana,khammam,2020,1,340747
